Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³)
4/11/2022,61.985,145.832,7.683333333,26.72,7.918,0.855,34.69
4/12/2022,68.61333333,153.276,11.60333333,32.69833333,6.12,0.908333333,26.51166667
4/13/2022,93.33,212.906,10.03,32.42,6.498,1.101666667,24.175
4/14/2022,94.34,254.07,14.80833333,38.21833333,17.345,0.993333333,23.745
4/15/2022,105.2433333,335.488,15.63666667,55.62,10.048,1.141666667,29.54666667
4/16/2022,114.15,359.828,48.60333333,66.33666667,10.122,1.546666667,28.31
4/17/2022,140.9483333,351.448,37.545,64.585,9.81,1.583333333,35.374
4/18/2022,124.5766667,325.656,22.86333333,55.695,11.20666667,1.328333333,32.9
4/19/2022,81.555,189.69,9.363333333,28.60333333,9.025,0.813333333,21.23166667
4/20/2022,78.74666667,235.18,8.213333333,30.665,11.35166667,0.753333333,31.80333333
4/21/2022,63.11166667,172.708,7.875,29.98333333,10.2,0.776666667,33.74166667
4/22/2022,88.94,220.65,8.903333333,37.42166667,9.091666667,0.953333333,29.09666667
4/23/2022,129.9183333,337.394,12.87333333,48.88833333,10.94833333,1.021666667,33.10333333
4/24/2022,164.365,392.07,16.29833333,55.04666667,14.135,1.13,26.36833333
4/25/2022,118.3066667,290.356,18.25333333,61.33666667,15.30166667,1.25,33.81666667
4/26/2022,160.5866667,334.282,34.035,72.33,16.04,1.666666667,31.43666667
4/27/2022,164.4116667,320.648,12.05666667,50.33166667,12.698,1.373333333,28.72
4/28/2022,96.28333333,193.694,11.585,30.25166667,7.216,0.915,30.40333333
4/29/2022,94.355,208.708,17.545,29.25,7.722,0.963333333,32.725
4/30/2022,84.82666667,279.782,6.231666667,30.06833333,9.482,0.733333333,54.26166667
5/1/2022,63.255,173.41,5.855,28.64666667,16.472,0.735,63.69
5/2/2022,75.05833333,232.126,5.803333333,30.975,11.124,0.693333333,50.27333333
5/3/2022,51.90333333,150.884,4.22,27.71166667,10.664,0.54,35.35666667
5/4/2022,55.53833333,127.396,4.496666667,27.615,13.17,0.641666667,36.835
5/5/2022,42.1,101.626,5.383333333,30.53666667,7.286,0.675,31.46833333
5/6/2022,65.24666667,145.092,6.76,35.40666667,9.556,0.89,32.225
5/7/2022,61.015,143.96,4.691666667,32.77833333,10.162,0.786666667,46.185
5/8/2022,65.04666667,136.004,4.255,32.28,9.352,0.78,51.42
5/9/2022,56.905,139.972,5.566666667,34.73833333,6.422,0.828333333,42.55833333
5/10/2022,40.24166667,115.01,5.625,28.25666667,8.728,0.656666667,34.555
5/11/2022,53.27166667,130.642,6.323333333,28.34,8.514,0.716666667,30.785
5/12/2022,58.62166667,134.972,6.613333333,31.00666667,4.648,0.76,24.9
5/13/2022,70.135,167.656,5.973333333,28.51,7.878,0.985,28.785
5/14/2022,51.18,136.63,4.631666667,21.10833333,8.198,0.781666667,31.46166667
5/15/2022,75.82166667,148.388,5.766666667,22.30333333,7.564,0.92,29.575
5/16/2022,76.36166667,158.312,5.208333333,21.84166667,6.944,0.908333333,31.91
5/17/2022,106.64,151.602,4.878333333,23.87666667,5.924,0.883333333,34.47833333
5/18/2022,75.89,166.034,5.513333333,22.30166667,7.562,0.943333333,41.765
5/19/2022,101.1316667,244.034,6.748333333,27.145,7.352,0.92,29.88833333
5/20/2022,62.64166667,175.02,5.528333333,24.14,10.442,0.876666667,43.83833333
5/21/2022,50.36333333,139.052,5.983333333,21.94166667,8.23,0.83,52.17666667
5/22/2022,41.83333333,135.31,6.731666667,25.58166667,8.13,0.811666667,56.05833333
5/23/2022,55.31833333,158.788,7.705,29.915,8.506,0.963333333,54.54166667
5/24/2022,59.43,154.048,8.12,29.67333333,7.678,0.99,45.56833333
5/25/2022,52.36166667,131.742,8.998333333,31.75833333,7.38,0.903333333,47.47333333
5/26/2022,66.83,159.346,8.433333333,29.97,7.386,0.995,41.18
5/27/2022,74.475,170.696,8.206666667,33.42333333,8.106,1.098333333,50.602
5/28/2022,81.30666667,204.162,5.696666667,28.08333333,8.332,0.985,61.37833333
5/29/2022,58.87333333,156.642,7.458333333,26.07666667,9.34,0.896666667,29.334
5/30/2022,78.36333333,172.34,7.498333333,24.43166667,7.4,1.026666667,31.198
5/31/2022,81.57666667,172.474,5.92,24.31166667,8.41,1.013333333,36.972
6/1/2022,84.345,212.788,7.52,26.06166667,8.654,1.055,31.936
6/2/2022,71.495,181.788,5.97,23.98666667,8.596,0.918333333,34.52666667
6/3/2022,74.92,181.054,5.315,23.96333333,9.446,0.935,36.72833333
6/4/2022,70.64333333,195.774,5.515,20.13666667,7.996,0.861666667,32.93666667
6/5/2022,56.79166667,167.28,5.205,20.04666667,9.088,0.84,37.92333333
6/6/2022,55.17166667,154.074,7.093333333,19.71833333,8.26,0.893333333,37.05333333
6/7/2022,58.15666667,160.696,7.165,19.91666667,9.162,0.821666667,31.555
6/8/2022,64.36,168.338,6.526666667,20.00333333,8.476,0.92,32.73166667
6/9/2022,64.03,164.79,5.561666667,19.275,7.648,0.948333333,32.46833333
6/10/2022,55.65666667,147.352,6.066666667,19.99166667,8.526,0.91,30.13666667
6/11/2022,58.67833333,166.234,6.068333333,19.36166667,8.236,0.878333333,28.31666667
6/12/2022,69.94833333,173.09,5.895,19.27,8.284,0.791666667,31.74666667
6/13/2022,64.395,173.236,5.955,22.14833333,9.184,0.823333333,35.27833333
6/14/2022,63.88833333,176.492,6.7,20.57666667,7.548,0.786666667,35.38166667
6/15/2022,64.005,211.77,7.413333333,22.16333333,11.058,0.818333333,30.635
6/16/2022,52.835,174.294,7.518333333,26.575,11.884,0.731666667,28.51666667
6/17/2022,54.07666667,132.606,6.93,25.94333333,7.118,0.666666667,31.89166667
6/18/2022,39.34166667,111.734,6.021666667,19.76666667,7.746,0.586666667,35.07
6/19/2022,31.91833333,94.666,7.063333333,32.89166667,6.738,0.708333333,30.08
6/20/2022,35.57,108.846,7.888333333,22.45,6.096,0.663333333,34.965
6/21/2022,34.81166667,107.588,7.24,22.24666667,6.734,0.701666667,37.58666667
6/22/2022,46.47833333,117.19,9.055,26.395,5.746,0.73,36.15833333
6/23/2022,55.51,143.5,7.806666667,26.3,6.974,0.83,37.11666667
6/24/2022,54.8,146.112,8.74,27.50333333,6.944,0.815,32.79833333
6/25/2022,41.34666667,123.858,7.331666667,17.98666667,6.312,0.541666667,28.83166667
6/26/2022,38.755,109.466,6.488333333,17.5,6.69,0.618333333,41.085
6/27/2022,41.52833333,121.23,6.886666667,20.05166667,5.996,0.711666667,44.14
6/28/2022,49.21666667,129.394,8.826666667,23.79166667,7.082,0.836666667,35.08666667
6/29/2022,34.35,82.94,8.843333333,20.405,6.778,0.701666667,35.495
6/30/2022,42.70833333,104.972,12.04666667,20.86,7.144,0.996666667,47.16333333
7/1/2022,44.095,109.268,8.046666667,20.46666667,6.466,0.65,39.315
7/2/2022,42.77833333,105.896,7.021666667,25.36,6.434,0.69,43.38666667
7/3/2022,51.97333333,119.75,6.06,19.99166667,6.466,0.603333333,38.17666667
7/4/2022,54.81,122.782,7.183333333,20.28333333,6.496,0.601666667,31.65
7/5/2022,57.14333333,132.48,8.251666667,21.77833333,5.92,0.686666667,35.26333333
7/6/2022,43.92333333,130.412,7.573333333,20.06833333,4.746,0.52,32.98666667
7/7/2022,34.84833333,92.064,7.966666667,21.435,6.544,0.526666667,29.56166667
7/8/2022,47.32333333,116.686,9.52,21.06333333,6.036,0.55,36.565
7/9/2022,36.815,84.696,8.946666667,20.02333333,6.482,0.493333333,32.05333333
7/10/2022,37.29166667,83.624,8.121666667,19.19,6.136,0.49,32.94666667
7/11/2022,34.695,83.398,7.301666667,22.34833333,6.334,0.508333333,35.73833333
7/12/2022,34.635,85.382,6.745,20.65,6.178,0.481666667,34.11166667
7/13/2022,37.23,102.128,5.741666667,18.24,6.028,0.545,35.90666667
7/14/2022,38.178,104.4575,8.086,21.01,5.8275,0.606,32.786
7/15/2022,34.97,91.12,8.562,21.892,5.735,0.596,30.606
7/16/2022,38.412,79.2525,8.232,20.798,5.8375,0.606,27.724
7/17/2022,35.934,87.275,8.284,21.65,6.0825,0.548,32.272
7/18/2022,36.932,82.09,7.946,22.146,8.0625,0.62,28.304
7/19/2022,45.168,91.0625,9.31,25.338,6.365,0.68,36.978
7/20/2022,48.1,98.042,10.74166667,24.12333333,6.594,0.678333333,32.49666667
7/21/2022,41.675,98.262,10.395,21.82666667,5.913333333,0.708333333,36.33666667
7/22/2022,40.63666667,90.118,8.075,23.62,5.518333333,0.586666667,45.155
7/23/2022,42.85833333,95.47,8.27,19.255,6.103333333,0.558333333,47.71333333
7/24/2022,32.73833333,88.09,7.328333333,17.05833333,5.626666667,0.47,47.33666667
7/25/2022,34.39,82.32,8.378333333,18.575,5.846666667,0.586666667,54.30333333
7/26/2022,40.4,79.284,7.143333333,17.98333333,5.8,0.62,48.30333333
7/27/2022,29.34666667,80.382,10.3,19.875,7.47,0.82,39.19333333
7/28/2022,36.99,100.118,7.6,19.09333333,11.25,0.613333333,39.01
7/29/2022,35.31333333,81.838,7.463333333,18.225,11.97166667,0.896666667,37.05
7/30/2022,33.70333333,71.742,6.918333333,19.04666667,8.146666667,0.65,35.28833333
7/31/2022,24.66666667,58.014,7.838333333,19.2,9.613333333,0.585,33.555
8/1/2022,26.585,74.112,6.848333333,18.58833333,16.09833333,0.701666667,34.95166667
8/2/2022,37.815,72.408,7.635,20.99,8.406666667,0.735,41.93666667
8/3/2022,42.22166667,84.31,8.778333333,21.32,9.561666667,0.696666667,39.69166667
8/4/2022,50.38833333,118.728,6.386666667,21.32166667,9.086666667,0.978333333,43.97666667
8/5/2022,47.48166667,126.788,6.723333333,20.08166667,8.186666667,0.67,45.225
8/6/2022,48.78666667,106.408,6.29,20.55666667,7.106666667,0.711666667,33.74666667
8/7/2022,37.12166667,81.984,5.45,18.11,7.695,0.693333333,38.01833333
8/8/2022,36.445,91.732,7.618333333,22.86333333,7.37,0.586666667,35.835
8/9/2022,27.56166667,75.682,9.87,32.105,7.693333333,0.615,33.92666667
8/10/2022,27.34,77.314,9.875,30.77333333,7.341666667,0.665,33.845
8/11/2022,27.79666667,71.51,8.965,27.04,9.216666667,0.485,34.565
8/12/2022,27.86,70.746,10.17833333,28.485,10.315,0.51,33.38666667
8/13/2022,38.844,89.455,10.102,33.652,9.948,0.668,40.664
8/14/2022,21.50166667,84.884,8.963333333,27.78666667,8.915,0.565,37.27166667
8/15/2022,22.29,70.638,8.753333333,28.6,9.438333333,0.573333333,37.94333333
8/16/2022,27.27333333,74.182,12.815,34.05,7.575,0.811666667,36.775
8/17/2022,41.06166667,108.162,13.67666667,32.44666667,8.173333333,0.861666667,35.72166667
8/18/2022,33.41,94.034,12.50833333,32.02666667,9.743333333,0.571666667,38.34833333
8/19/2022,26.40833333,74.292,13.10166667,31.23,7.788333333,0.501666667,32.245
8/20/2022,25.89333333,54.374,12.37333333,32.03166667,8.336666667,0.446666667,34.65166667
8/21/2022,26.86333333,65.01,12.58166667,30.86,8.295,0.486666667,36.42
8/22/2022,37.89166667,89.072,10.65333333,32.33833333,8.26,0.62,33.66166667
8/23/2022,41.31833333,97.37,10.33166667,35.91,10.19333333,0.625,34.53666667
8/24/2022,30.74,64.31,10.8,29.635,11.42666667,0.588333333,33.29
8/25/2022,33.96666667,78.518,6.201666667,19.28166667,9.275,0.561666667,24.41166667
8/26/2022,43.86333333,98.124,5.906666667,17.68333333,8.43,0.651666667,30.79166667
8/27/2022,40.18833333,92.804,7.665,18.815,9.271666667,0.743333333,27.60166667
8/28/2022,24.21333333,61.738,6.86,18.34833333,8.073333333,0.576666667,28.89166667
8/29/2022,39.96333333,87.856,8.071666667,20.265,8.255,0.721666667,32.46666667
8/30/2022,61.00666667,128.5,9.048333333,20.54833333,10.765,0.846666667,23.65
8/31/2022,48.84333333,101.852,7.931666667,19.18833333,6.846666667,0.79,21.87333333
9/1/2022,43.09333333,109.276,5.988333333,16.71833333,6.89,0.568333333,26.34
9/2/2022,34.07,85.438,7.488333333,18.50833333,5.92,0.638333333,22.34833333
9/3/2022,27.82166667,77.478,6.628333333,17.325,6.56,0.64,20.98833333
9/4/2022,33.75833333,93.214,7.761666667,18.15166667,8.53,0.775,25.3
9/5/2022,36.15333333,96.638,6.801666667,19.28666667,9.238333333,0.636666667,27.57166667
9/6/2022,43.66,112.284,13.81833333,20.19333333,8.48,1.016666667,17.64166667
9/7/2022,53.465,130.816,10.08166667,20.55833333,7.923333333,0.758333333,22.56166667
9/8/2022,44.31166667,109.44,8.701666667,17.19333333,8.786666667,0.723333333,21.57166667
9/9/2022,32.81833333,85.51,8.445,17.49666667,7.871666667,0.643333333,19.025
9/10/2022,37.47333333,96.436,8.256666667,18.02833333,7.1,0.658333333,21.175
9/11/2022,23.455,58.142,7.943333333,16.87,8.66,0.551666667,22.86333333
9/12/2022,23.11666667,52.092,6.765,14.84666667,9.278333333,0.426666667,20.085
9/13/2022,24.63833333,50.948,7.536666667,14.76166667,8.681666667,0.51,23.32833333
9/14/2022,28.14666667,55.608,9.288333333,16.34333333,9.565,0.688333333,20.07833333
9/15/2022,28.235,71.728,9.223333333,16.03333333,7.615,0.673333333,21.29666667
9/16/2022,25.93666667,66.804,10.54666667,15.70333333,7.706666667,0.776666667,26.55
9/17/2022,23.30666667,52.986,8.933333333,15.43,6.381666667,0.706666667,18.59166667
9/18/2022,26.92,61.236,9.451666667,15.3,7.345,0.713333333,17.55
9/19/2022,37.84333333,82.16,9.713333333,16.36833333,7.391666667,0.708333333,17.98666667
9/20/2022,27.89666667,67.852,8.535,15.94333333,10.33,0.521666667,20.46333333
9/21/2022,27.08833333,68.596,7.255,14.68333333,7.571666667,0.525,22.23833333
9/22/2022,37.86833333,82.936,7.321666667,14.755,6.98,0.605,24.05333333
9/23/2022,46.43,104.298,7.125,16.51166667,7.243333333,0.64,23.46333333
9/24/2022,44.81666667,97.108,11.67666667,17.77333333,8.336666667,0.775,21.28666667
9/25/2022,48.93,118.384,10.78,18.62,8.56,0.896666667,21.66666667
9/26/2022,50.12833333,104.764,8.951666667,18.48833333,7.698333333,0.746666667,17.83333333
9/27/2022,39.53333333,90.818,10.70333333,17.23333333,7.203333333,0.811666667,25.99833333
9/28/2022,41.04666667,89.33,9.915,18.02333333,8.425,0.776666667,27.93166667
9/29/2022,40.71333333,92.326,9.198333333,17.30166667,7.466666667,0.728333333,22.555
9/30/2022,43.44,93.888,12.59,19.47833333,8.703333333,1.048333333,23.22333333
10/1/2022,60.25666667,122.608,10.765,20.15,9.56,0.865,29.11333333
10/2/2022,58.31166667,123.214,9.82,19.68,5.953333333,0.773333333,25.83833333
10/3/2022,48.85666667,93.638,7.28,15.71,8.326666667,0.736666667,24.39166667
10/4/2022,17.54,30.344,6.486666667,12.89833333,10.42666667,0.518333333,26.755
10/5/2022,21.93333333,46.13,7.101666667,12.84666667,10.14166667,0.465,27.74166667
10/6/2022,22.6,56.998,6.44,13.09166667,11.91666667,0.513333333,26.29
10/7/2022,24.12333333,59.954,6.731666667,12.79666667,9.418333333,0.516666667,24.19666667
10/8/2022,31.785,71.898,10.6,16.15833333,9.796666667,0.706666667,24.65333333
10/9/2022,37.58833333,93.326,8.746666667,14.99,10.10833333,0.631666667,26.23833333
10/10/2022,34.25166667,74.178,11.60833333,19.84833333,12.22166667,0.7,27.75
10/11/2022,32.25333333,61.714,10.91333333,21.30666667,9.325,0.751666667,25.34833333
10/12/2022,35.51,80.88,10.96,24.01166667,8.885,0.786666667,23.75833333
10/13/2022,43.16166667,111.306,14.98166667,28.305,9.911666667,0.783333333,26.515
10/14/2022,41.85166667,102.754,10.15166667,27.91666667,9.796666667,0.688333333,27.75666667
10/15/2022,59.02666667,143.838,10.01833333,28.11666667,9.908333333,0.786666667,36.62833333
10/16/2022,60.00166667,157.73,12.52833333,25.40666667,10.44,0.88,50.47833333
10/17/2022,67.58833333,146.246,22.76,26.548,9.133333333,0.728333333,44.51333333
10/18/2022,76.97,173.228,10.08666667,36.4,9.918333333,0.946666667,40.98333333
10/19/2022,81.12166667,179.858,8.601666667,28.26833333,8.048333333,0.873333333,38.25833333
10/20/2022,97.51833333,214.156,9.246666667,35.04,8.675,1.065,36.805
10/21/2022,109.7066667,232.274,18.49833333,42.12,9.811666667,1.205,32.79
10/22/2022,109.2516667,232.378,18.995,39.49,9,1.121666667,39.26333333
10/23/2022,80.13,158.37,6.865,26.77166667,7.896666667,0.608333333,48.74666667
10/24/2022,102.4016667,177.868,8.873333333,24.82166667,8.326666667,0.725,39.64666667
10/25/2022,75.65,163.816,6.715,25.40333333,9.183333333,0.681666667,37.09833333
10/26/2022,89.22166667,186.662,10.39166667,39.55833333,9.135,0.923333333,39.6
10/27/2022,118.0333333,242.196,14.255,45.59166667,9.315,1.103333333,35.79333333
10/28/2022,117.1816667,240.896,14.675,44.49166667,10.33333333,1.101666667,45.50833333
10/29/2022,128.1683333,239.248,12.70166667,38.91,11.135,1.263333333,43.22833333
10/30/2022,106.165,186.938,9.1,28.95833333,9.335,0.9,37.53666667
10/31/2022,85.41,164.68,10.375,29.135,9.678333333,0.858333333,38.195
11/1/2022,61.30166667,140.748,11.27666667,31.77333333,9.818333333,0.773333333,37.52166667
11/2/2022,74.36333333,162.226,9.093333333,38.99333333,9.885,0.846666667,37.59833333
11/3/2022,90.50666667,205.076,16.06,46.07166667,10.98666667,1.238333333,30.68333333
11/4/2022,112.91,264.616,33.51833333,60.18166667,11.22333333,1.545,35.33333333
11/5/2022,145.2266667,301.076,34.05666667,59.53333333,11.31666667,1.555,31.61
11/6/2022,115.5683333,225.908,32.17166667,47.67666667,11.43,1.303333333,31.31833333
11/7/2022,100.74,241.346,22.28666667,46.36,9.278333333,1.251666667,34.33833333
11/8/2022,98.06166667,228.564,17.485,46.415,8.056666667,1.17,32.35166667
11/9/2022,107.0033333,247.61,16.99833333,44.61,8.39,1.243333333,29.39333333
11/10/2022,117.41,251.084,13.48833333,42.52,7.515,1.198333333,30.03
11/11/2022,119.9316667,259.108,9.645,37.74333333,7.593333333,1.113333333,32.935
11/12/2022,144.5283333,309.006,13.48,39.72,8.205,1.303333333,33.15
11/13/2022,116.2333333,233.49,12.48666667,42.115,6.88,1.003333333,33.835
11/14/2022,143.895,309.198,25.38166667,52.825,8.398333333,1.413333333,34.99
11/15/2022,177.565,358.55,21.09833333,53.46,7.251666667,1.561666667,34.77833333
11/16/2022,136.025,279.818,14.11666667,48.46,9.581666667,1.203333333,38.26
11/17/2022,120.9366667,273.674,9.016666667,41.89666667,8.83,0.955,39.57833333
11/18/2022,122.4933333,264.558,13.69166667,45.24333333,8.281666667,1.101666667,30.82166667
11/19/2022,154.205,323.828,15.97666667,51.64166667,9.693333333,1.408333333,34.505
11/20/2022,154.77,299.274,13.645,45.595,9.053333333,1.193333333,44.57166667
11/21/2022,166.8833333,309.812,22.06,51.54666667,9.87,1.466666667,37.45333333
11/22/2022,154.0616667,318.128,28.38833333,53.02833333,11.42666667,1.63,36.51
11/23/2022,139,283.354,16.22166667,49.8,8.23,1.303333333,38.88666667
11/24/2022,150.1566667,319.802,19.50833333,54.14833333,9.426666667,1.543333333,44.50166667
11/25/2022,159.65,317.13,15.28166667,56.76333333,9.663333333,1.503333333,43.66833333
11/26/2022,168.8116667,322.306,19.16666667,53.69,10.65,1.54,33.36333333
11/27/2022,191.0533333,354.652,25.16166667,54.97166667,11.01166667,1.718333333,32.29333333
11/28/2022,208.3966667,389.498,32.18333333,63.41833333,12.31833333,2.161666667,27.18333333
11/29/2022,216.12,374.162,28.565,55.44333333,9.153333333,1.965,30.72666667
11/30/2022,251.04,415.222,21.78166667,49.13833333,8.898333333,1.896666667,42.84666667
12/1/2022,196.845,382.77,25.22166667,53.73333333,10.71166667,1.843333333,33.78666667
12/2/2022,189.7866667,357.058,31.73166667,55.02666667,12.16833333,2.128333333,41.54833333
12/3/2022,218.095,407.468,35.52333333,62.73166667,10.27166667,2.056666667,42.715
12/4/2022,217.1116667,382.24,22.76166667,54.96166667,14.44166667,2.208333333,50.08166667
12/5/2022,178.0283333,347.494,15.44833333,54.08666667,13.53166667,1.805,45.22166667
12/6/2022,200.6266667,370.03,10.505,49.705,12.44,2.031666667,45.14166667
12/7/2022,218.4433333,398.74,27.56833333,58.47666667,13.79333333,2.258333333,40.72666667
12/8/2022,239.6266667,439.93,31.24166667,63.21666667,12.055,2.246666667,37.435
12/9/2022,233.9766667,452.728,43.87333333,67.04333333,12.265,2.346666667,38.68166667
12/10/2022,214.2666667,415.108,28.57333333,59.44,14.30833333,2.191666667,34.415
12/11/2022,219.975,398.412,33.02666667,57.81333333,12.70833333,2.09,36.21666667
12/12/2022,230.5283333,423.718,43.96166667,64.47833333,15.37333333,2.691666667,37.07
12/13/2022,239.3283333,422.398,34.28666667,61.27833333,13.08666667,2.506666667,40.2
12/14/2022,153,315.816,19.235,55.315,11.12,1.5,43.975
12/15/2022,125.7433333,300.288,18.30166667,62.31,12.79666667,1.306666667,36.455
12/16/2022,144.5633333,321.522,41.17,82.48333333,17.34166667,1.715,37.245
12/17/2022,238.605,415.996,53.81,86.05,15.01166667,2.156666667,33.45833333
12/18/2022,251.765,450.51,44.78166667,82.125,17.83166667,2.486666667,39.835
12/19/2022,259.0383333,468.532,28.86833333,84.375,10.15833333,2.25,40.12333333
12/20/2022,251.595,466.392,29.03,72.84333333,10.73833333,2.275,37.965
12/21/2022,220.1416667,393.132,21.855,57.28833333,11.28833333,2.126666667,33.38833333
12/22/2022,181.1433333,350.924,40.24166667,61.26333333,13.67166667,2.408333333,31.96833333
12/23/2022,210.82,408.234,42.25166667,64.90666667,14.22166667,2.35,34.115
12/24/2022,189.7066667,359.884,27.20833333,57.53833333,13.47166667,2.28,29.25666667
12/25/2022,176.6816667,337.216,36.96833333,58.86333333,14.8,2.375,29.08833333
12/26/2022,192.5266667,376.102,51.38833333,56.955,14.635,2.655,25.12666667
12/27/2022,161.7366667,332.508,16.085,47.285,15.40333333,1.476666667,36.00666667
12/28/2022,191.575,346.266,10.92666667,34.08666667,13.05833333,1.525,31.08833333
12/29/2022,235.1983333,431.78,12.85833333,38.345,14.48833333,1.968333333,31.80666667
12/30/2022,293.6816667,489.172,34.27166667,38.68166667,16.67833333,2.975,24.205
12/31/2022,280.605,512.406,40.45833333,37.66833333,18.71166667,3.528333333,21.54166667
1/1/2023,248.7382883,409.854012,15.27157816,26.89890131,13.99730787,2.480206972,19.63704282
1/2/2023,143.5120949,279.6482091,9.768084491,23.80314815,12.45390285,1.809593205,27.5602735
1/3/2023,107.0997308,205.0943245,10.31832755,22.67032986,15.32351625,1.521903935,24.73072883
1/4/2023,130.4750457,258.3362683,9.297760417,23.29904128,13.01611111,1.378694444,27.34261806
1/5/2023,142.2203897,278.7482639,9.212995756,23.84981674,13.39313465,1.388171296,29.53814236
1/6/2023,187.1262375,336.3783974,9.175622774,26.00094596,16.49804404,1.741751246,27.43878828
1/7/2023,193.7544862,348.5548702,9.005977506,25.4767731,12.92822288,1.813367049,27.07132509
1/8/2023,211.7853588,380.2922917,10.81471644,27.87713542,13.46554432,2.154137731,24.82361781
1/9/2023,208.0086174,356.4273518,10.9090013,26.70194181,21.39894158,2.387918799,22.54214987
1/10/2023,220.0945958,380.9550267,8.534958778,27.70469151,13.85651398,2.030091601,39.1690168
1/11/2023,221.7349684,375.4723386,10.99496176,29.51043302,13.79536923,2.066730324,33.43773425
1/12/2023,214.0156313,343.471972,16.11633882,30.11833912,15.14086227,2.631018519,24.00133733
1/13/2023,228.5308902,352.5420139,38.78278935,33.19503749,18.00024507,2.768308172,30.36239442
1/14/2023,272.2337701,428.3303509,31.74561236,38.35191782,15.24276082,2.814986111,23.74481481
1/15/2023,186.8342585,327.0525189,14.84990424,29.41423639,14.69281911,1.823385417,20.37475088
1/16/2023,182.2021083,292.7952431,15.72614583,35.39051157,12.85028356,1.678165509,24.39101769
1/17/2023,166.6808449,338.9268327,16.49735795,38.83529514,13.00286005,1.622986111,30.66613426
1/18/2023,203.7823564,376.6589181,17.76800974,41.22969171,17.1250847,1.816446759,28.68130103
1/19/2023,221.0691716,444.1153517,29.49495949,41.25629382,14.38078959,2.15779539,29.29441954
1/20/2023,268.4903206,466.043875,39.08107119,44.41841435,15.7508788,2.270428241,32.52285957
1/21/2023,189.5548611,351.9566667,21.69468263,38.80879827,14.86575785,1.691591435,26.90887796
1/22/2023,189.8144676,340.7729861,25.40706349,35.43845486,17.24853588,1.968825231,24.18525864
1/23/2023,184.9966636,352.9159722,35.20856671,38.44447237,13.87586478,2.076514893,24.46465342
1/24/2023,206.417351,380.5991697,29.75203754,37.61739005,15.93655369,1.854409722,26.49110281
1/25/2023,209.7412755,373.1844691,18.7432838,36.11457891,13.97097801,1.817222222,30.14054977
1/26/2023,150.5794107,287.9852778,13.66616164,29.54264417,12.77398148,1.376050725,32.9634375
1/27/2023,90.89077757,180.2024306,8.271006944,24.53196181,11.90454282,0.92380787,38.26276042
1/28/2023,105.0607986,198.4155694,11.86872454,26.49473032,12.28842824,0.89582805,31.63449205
1/29/2023,153.0636806,271.2236979,25.91228955,41.37147917,12.32274306,1.456930556,30.8489061
1/30/2023,153.5387829,318.6354058,14.85462348,37.92385169,11.85012401,1.358996362,40.96838768
1/31/2023,102.4124596,217.989055,6.884037946,25.47239557,11.20671455,0.896914488,36.75096245
2/1/2023,76.13114749,161.9814132,7.24718989,25.3473209,9.275195259,0.742258748,35.12853257
2/2/2023,108.7915749,213.735779,15.14682292,29.51455515,8.826481481,1.020509259,31.09199968
2/3/2023,149.0131819,295.4376389,13.72967014,36.50289187,11.76065394,1.284855324,36.21906019
2/4/2023,152.623352,277.0336564,11.05645794,32.14957075,11.07932342,1.231851852,34.88327672
2/5/2023,137.3952622,292.3943931,15.54392322,36.43197999,17.64082649,1.437841435,34.68211592
2/6/2023,137.8876147,291.5301477,22.92342492,42.15973631,9.20413899,1.384322917,35.79286813
2/7/2023,146.2956355,284.9500638,33.50488773,44.42540394,11.43962839,1.583340259,34.10850585
2/8/2023,141.9171296,281.6105556,14.58462422,38.0539294,9.250584491,1.140931713,37.38533102
2/9/2023,93.39972222,206.2527778,13.63713889,45.52832639,13.9944375,0.859145833,38.04245139
2/10/2023,123.2749603,261.3583333,26.39695139,52.40003472,13.31073098,1.120118056,38.61383575
2/11/2023,151.3446475,358.912843,37.35653865,52.39584122,16.78895473,1.701617854,39.32058239
2/12/2023,120.1719276,325.6568095,12.08510301,32.51998369,11.58004056,1.231990139,37.41422685
2/13/2023,68.15893217,203.1146135,8.420477168,31.23528658,10.33605315,0.94609375,44.47990741
2/14/2023,109.9724577,277.9393323,14.31201444,45.46928352,11.54507606,1.11380043,35.89898479
2/15/2023,152.3603505,347.9031944,22.18632397,50.00950181,13.49273727,1.515555556,37.09449298
2/16/2023,189.3705793,390.4697008,31.51929646,53.02748084,11.71854092,1.79730626,38.40921229
2/17/2023,193.5514884,377.8202027,36.26807966,51.97746654,12.18125,1.771203704,37.62537683
2/18/2023,188.875932,338.714068,29.24543899,44.1294938,12.69525711,1.631290509,33.27155589
2/19/2023,179.7329388,351.0124684,25.46839686,42.22673661,20.87586378,1.638894676,34.22585069
2/20/2023,166.2315146,329.9298942,20.34821871,40.50521855,15.45814815,1.556259872,36.26359171
2/21/2023,152.966515,339.2457529,23.84812154,41.17910108,15.02922887,1.715267256,37.01470486
2/22/2023,130.7661207,239.8612046,18.10791974,36.3742741,13.69992831,1.252527174,38.62210989
2/23/2023,100.3333538,216.4923531,10.52011368,39.37620166,20.18833965,0.853467262,43.90441118
2/24/2023,100.1745013,243.0112854,10.91508228,47.10335698,11.59413194,1.056021825,53.32293956
